track_name,artist_name,valence,energy,danceability,tempo
Peaches,Arctic Monkeys,0.5763284013658531,0.5791975614285655,0.48005501241177934,130.2494103731406
Flowers (Remix),Queen,0.3917953008916769,0.3290148307811395,0.8905694123662411,91.91383952757394
Cruel Summer (Acoustic),Post Malone,0.42893773821903497,0.6310646437435307,0.6425124246886035,93.67005908550192
Kill Bill,Taylor Swift,0.5967851585411745,0.6998376651549808,0.6058569682449909,65.80249436342154
One Dance,Coldplay,0.35539474515981556,0.6832812326576928,0.6639292266659864,124.03884423790844
Water,Dua Lipa,0.41707042542585054,0.6017516709174562,0.5964320449021577,98.79695103967576
Believer,Calvin Harris,0.5063343496295459,0.46181591894054536,0.4600955368259229,108.59157104198194
Photograph,Queen,0.26510846152403633,0.5957841693234406,0.8357375464987019,113.60252912038922
Peaches (Remix),Maroon 5,0.3952464769915693,0.308936982923639,0.7532823848546661,107.83017012016192
Kiss Me More (Acoustic),The Weeknd,0.5625140647497485,0.7089507189174189,0.6197065499621118,119.3100740015197
Perfect (Acoustic),Shakira,0.11593449875168234,0.4637283646828138,0.4341268832406875,114.34043565302625
Stay,Dua Lipa,0.19302400828250682,0.7632692617016396,0.4782055570759342,112.34795222975096
Water (Remix),Drake,0.4066672141999295,0.5569903154021792,0.5639570785842295,89.03983159331743
Strangers,Adele,0.5605532279283414,0.4917823414243396,0.6298689895462595,124.83424751335184
Calm Down,Taylor Swift,0.9068147633523634,0.3224344188083096,0.8353762624564022,163.51733005571236
Anti-Hero,Post Malone,0.39845175637842106,0.9067252738701316,0.6804338133386625,125.52590033380223
Perfect (Radio Edit),Maroon 5,0.1698036608879889,0.8116644251052958,0.9683997268172732,165.3808814113827
Peaches (Remix),Bad Bunny,0.1390899432166346,0.7529189204716151,0.4678261853633337,108.63370019211125
Cruel Summer,Bruno Mars,0.39714612700773827,0.7774456392121558,0.6847849500262214,114.94449560229728
Greedy (Acoustic),Lady Gaga,0.8480405433381658,0.6024274811439083,0.23576443221566942,119.60279533122602
Rockstar,Beyoncé,0.14824897771351775,0.4860108702793362,0.587604257434453,116.60411567002443
Dance Monkey (Acoustic),Ed Sheeran,0.41173746713706805,0.558496993924058,0.4680543524859822,143.29861408529482
Good 4 U (Remix),Ed Sheeran,0.5393251704548254,0.5029816430514932,0.6761622751463282,76.18337134021792
One Dance,Billie Eilish,0.3199619669052693,0.6271928213858017,0.6764563139397797,110.90605734917338
Kill Bill (Acoustic),Maroon 5,0.6964589982602788,0.42269635671685457,0.4879521049988357,153.26747791377542
Lucid Dreams (Radio Edit),Kendrick Lamar,0.6970727922674722,0.7321213984870413,0.8603735433563031,110.06720301223123
Good 4 U (Radio Edit),Taylor Swift,0.1939234406739955,0.4186399347215733,0.7792716805320932,138.5716980686893
Bad Guy (Remix),Bad Bunny,0.5896672795115494,0.38699524676649555,0.867188263277398,132.08233319558576
Senorita,Maroon 5,0.6113367863832901,0.5131145738754586,0.8857611768290626,118.54816709530833
Flowers (Remix),Beyoncé,0.4222403661995449,0.9293427329227021,0.6979320780750127,126.33195885633812
Creepin' (Live),Taylor Swift,0.27969737062888184,0.41986347514033073,0.7068804249404373,118.29013994421587
Creepin' (Live),Bruno Mars,0.7684734496241028,0.8906042310628761,0.5283019896960183,77.4734451734556
Levitating,Arctic Monkeys,0.2102880233199519,0.15222517251570283,0.8714656798468179,129.1994511756472
Senorita (Radio Edit),Coldplay,0.33495006642058367,0.24407176806165762,0.8036134262008648,107.67805632545624
Closer,Imagine Dragons,0.5993590168693158,0.9032843479857859,0.6120012089419142,92.46391797081438
Someone You Loved,Coldplay,0.6788077844681117,0.6877547888552767,0.893152446650463,127.73999231928516
Cruel Summer,Imagine Dragons,0.7901257201512977,0.8948329664652848,0.8022125583767624,126.41961051265992
Greedy (Live),Lady Gaga,0.29030466696113333,0.7982259726639249,0.8048764482898879,139.62803490189032
Calm Down,Maroon 5,0.7491170867631803,0.6989839276802964,0.9019215869128766,114.77604126348332
Peaches (Live),Ed Sheeran,0.5044392958680626,0.4020701924220958,0.8227307216048022,137.17511492285828
Calm Down (Radio Edit),Billie Eilish,0.5002135634915037,0.8810977804250121,0.9398139374209885,120.42416875255654
About Damn Time (Remix),David Guetta,0.4289774439913693,0.6975888190254883,0.6370952639569554,126.90524423169813
Flowers,Taylor Swift,0.7565908249239299,0.41795672103138015,0.5237058085772941,128.5550362949455
Greedy,Anitta,0.16869930039329645,0.40016547749945475,0.8881020361635958,93.38720663796138
Greedy (Remix),Taylor Swift,0.17019478824112327,0.22690395328609225,0.8757702083564496,127.54167106814357
Paint The Town Red (Acoustic),The Weeknd,0.7950883484834409,0.8021001438956821,0.7308015886232067,122.07810287905684
Someone You Loved (Remix),Taylor Swift,0.6106187875953987,0.22060207651541158,0.7296478673186,114.57692888336086
Montero,Rihanna,0.8412260487015498,0.8842259719037915,0.9524037922154852,122.28672259523316
Kiss Me More,Katy Perry,0.6959094476948927,0.7526799179056355,0.33601963390982115,170.99162312862836
Love Yourself,Billie Eilish,0.387484578731324,0.7920760004445024,0.4971410702852745,81.61121143175973
As It Was,Dua Lipa,0.7306097246821639,0.6431195621578862,0.6144885350265271,117.36900841253468
Cruel Summer (Remix),Bruno Mars,0.6518903868238308,0.30566350896493066,0.713067468928754,136.23696082541227
Cruel Summer,Kendrick Lamar,0.3378865795280868,0.5729267075190765,0.7087467528162923,95.0784091442975
Bad Guy (Acoustic),Coldplay,0.46504262183912504,0.3325633128906369,0.8261522416906256,127.42095940955333
Perfect,Calvin Harris,0.2827647885660249,0.5701859793055296,0.8357645686997583,126.0464770181227
Calm Down (Acoustic),Shakira,0.8128423227225723,0.099168298300415,0.9379309183338762,88.21948968966046
Heat Waves,Arctic Monkeys,0.9196572407481756,0.2767015350652424,0.9513964256668742,108.31375201343369
Someone You Loved (Acoustic),Maroon 5,0.9120340010608811,0.2124125380983597,0.7321892966974273,155.66835237709665
Shallow,Anitta,0.2288307941416894,0.7359121609925403,0.9674577516820219,88.18657510827205
Rockstar,Coldplay,0.5909661557890107,0.7380427384608816,0.8909964054301557,111.22133849536127
Kill Bill,Kendrick Lamar,0.8988904257521785,0.9074879635286132,0.8510107397419253,116.69670030344108
Closer (Radio Edit),Imagine Dragons,0.3672148613835674,0.6094182673496865,0.6852313488212091,120.08496303613163
One Dance,Billie Eilish,0.6761140450897111,0.4839666593349443,0.8476080923401391,111.7396304276925
Senorita (Radio Edit),Bruno Mars,0.25157476119893746,0.3784134123030408,0.39855023493316744,121.64589674440127
Flowers,Arctic Monkeys,0.5980932051761079,0.4954216173813231,0.6916855052461863,119.28837322324149
Love Yourself (Live),Arctic Monkeys,0.43686933949919643,0.4406857635866817,0.7609807118363247,134.2048507671439
Lucid Dreams,Rihanna,0.47358308051134723,0.24837846479199366,0.8561925863574097,136.89071529986902
Shallow (Live),The Weeknd,0.6358166115237126,0.7109021998030032,0.7207028246783562,128.79040999327435
Water (Acoustic),Rihanna,0.5019030577582426,0.47583824045138795,0.7703436206894854,124.73391392300442
Save Your Tears (Radio Edit),Rosalía,0.7016617502696598,0.9004059602476463,0.8787301064149202,88.72991466951875
Someone You Loved,Justin Bieber,0.585084810842511,0.7818273780894287,0.3529883958166581,122.31556162402397
Photograph,Adele,0.11838558165974232,0.2624509479186479,0.7823415901235419,142.2798391228609
Watermelon Sugar,Queen,0.5564771112158046,0.6796070150905027,0.6036544969353158,87.78405524223413
Creepin',Billie Eilish,0.6859186131076725,0.7516893030721944,0.7121839872130351,93.65644573593599
Creepin',Imagine Dragons,0.6877918909197814,0.8196562529641607,0.6068680573070246,149.8384683020068
Blinding Lights,Katy Perry,0.6847805481337312,0.7068445147156687,0.7519335799223045,90.04253288905076
Cruel Summer,Ariana Grande,0.6467663237115081,0.7313052508183158,0.6644693225570028,117.94522276420372
Photograph,Imagine Dragons,0.36271500623702013,0.49994985995233854,0.419265376106172,108.96718446864897
Dance Monkey (Acoustic),Katy Perry,0.4875430615926483,0.3589067291095757,0.7361964947688183,148.63434435903372
One Dance,Justin Bieber,0.3904354900625388,0.8194358346240057,0.7872945155878156,126.05812279691503
Havana (Radio Edit),J Balvin,0.674064577452769,0.531557848952265,0.7691363950646654,135.82492069637868
Lucid Dreams,Bad Bunny,0.554282819490992,0.8884988995336369,0.6503724074314455,121.11374709483901
Kill Bill (Radio Edit),Shakira,0.7233095774137626,0.8892481079427442,0.7719456262968544,159.90451034912948
Starboy (Radio Edit),Imagine Dragons,0.40576184888425065,0.1877882329439115,0.7816973594216661,105.12070136241572
Drivers License,Ed Sheeran,0.5396682090640951,0.6521367612882638,0.47254036741987115,126.8712070284696
Sunflower,Beyoncé,0.4148474145428494,0.44124921237554054,0.42115046408752144,145.14146435163673
Water (Live),Coldplay,0.8796031530051215,0.2820476767798463,0.5075741997229462,149.67637887345438
Stay (Live),Dua Lipa,0.8856111130092305,0.4807931693524424,0.6627506393781786,114.64035155847237
Drivers License (Radio Edit),J Balvin,0.12486827529617976,0.38085188101998,0.7933156629269289,79.4982523023485
Rockstar,Post Malone,0.28264178401236933,0.38023042414231445,0.49101466398101,112.31771198769779
Rockstar (Live),Drake,0.24039951481547503,0.3767276909748045,0.7938377699051277,154.87193005125505
Watermelon Sugar,David Guetta,0.08224546022030065,0.9807086947729987,0.6270651126698149,104.73481792304497
Starboy,Arctic Monkeys,0.7658312655792822,0.9020623338923698,0.9688199543666317,125.82396805023983
God's Plan (Radio Edit),Queen,0.7289723509470696,0.7086139064780483,0.4086136761321596,113.85774563483992
Senorita (Live),Beyoncé,0.6959177672865311,0.7113165568770285,0.8440975150579192,118.5549166633674
Thinking Out Loud (Remix),Katy Perry,0.6003124764680128,0.48935799395311497,0.6596242489533366,146.2427776592235
Kiss Me More,Shakira,0.5879785392179561,0.815333150341134,0.703323477325928,125.08960028501107
One Dance (Radio Edit),Arctic Monkeys,0.8684385622274672,0.6213007251079588,0.7579477642563344,160.83873463008774
Flowers,Taylor Swift,0.4612774920762419,0.5714723231564919,0.8737265515946885,139.52550098090543
Rockstar,J Balvin,0.23297375373255402,0.6953344800904142,0.9255067324759556,122.62478182966423
Closer,Calvin Harris,0.6590331100261343,0.8439564502247714,0.6212467795203607,118.11703349100158
Perfect (Live),David Guetta,0.5456265623939547,0.5177106578345652,0.758708847152515,126.63531827768374
Heat Waves (Radio Edit),Beyoncé,0.1680251170769776,0.4269451666098485,0.2291904111668072,95.33640619578995
Lucid Dreams (Live),Harry Styles,0.36745914023635096,0.1083134003338184,0.9087583300465292,98.84697695928061
Rockstar,Dua Lipa,0.6026905822805648,0.2778239654565583,0.7464394148419485,135.14023380006049
Peaches,Dua Lipa,0.9043183987127565,0.7160502679352396,0.6448492958592339,138.39119857393922
Peaches (Remix),Lady Gaga,0.41552841395226053,0.405610259667414,0.8953832097951312,93.54035643634616
Kiss Me More (Remix),Eminem,0.31325535682236666,0.6668976729973197,0.611351204883581,137.19030349875823
Montero (Radio Edit),Calvin Harris,0.7508246581381912,0.7288038439736774,0.8670624949197122,116.48570935270031
Bad Guy,Arctic Monkeys,0.35363331884989285,0.7081283728228142,0.7657088463971766,103.37540904996905
Believer,Drake,0.10303112421893607,0.27802210716739373,0.35319349203494327,113.70819417899725
Rockstar,Rosalía,0.6513526894251843,0.42666361890072557,0.7593969440394541,137.76557968159946
Thunder,Shakira,0.5620846841796776,0.9145363243192451,0.7661456183443118,132.1756889318188
Rockstar (Radio Edit),Billie Eilish,0.5660357467316169,0.8742560367714154,0.9290028757750638,125.94628040562446
As It Was,Bruno Mars,0.7322389655382124,0.8840603387229347,0.6805741535710592,127.56970335924838
Rockstar,Katy Perry,0.6202196443754265,0.7733601500820464,0.8862294469621326,97.18174693342428
Thinking Out Loud,Kendrick Lamar,0.582404770536907,0.8292083129801463,0.5879440307093791,130.93662481692272
Calm Down,Justin Bieber,0.4506272115503183,0.2589595553759171,0.8726223636572429,110.85513216987935
Greedy,Dua Lipa,0.30471323551902035,0.375986230662719,0.4494852920306957,160.4247675943596
Good 4 U,Rosalía,0.11232651954507486,0.6155285830829235,0.949877347876499,112.3993107121531
Kill Bill,Katy Perry,0.635512264275899,0.46723752590670714,0.7902855416226965,164.52358568677823
Creepin',Queen,0.5450295275340902,0.5409594611811129,0.7163550959473955,116.77606636985819
Die For You,Taylor Swift,0.3112182967384508,0.28596904477679136,0.9264379792423787,118.101993334908
Drivers License (Acoustic),Queen,0.14789411849290646,0.1913411904085582,0.8466797806104106,114.11377373269963
Love Yourself,Dua Lipa,0.46294360399090667,0.3236985741951321,0.7501054018680194,94.8376621499078
Water (Acoustic),Maroon 5,0.681754853461133,0.8261901992944213,0.47236896917220933,146.5269373506463
Starboy (Remix),Rosalía,0.6479351779442012,0.42223302946048036,0.5499510717063169,121.94192440590567
Good 4 U,Lady Gaga,0.2653595648239793,0.2895658789064156,0.6121730077773229,132.54181406255807
Water (Remix),Coldplay,0.38794154908730083,0.6820117736078254,0.7265647891165465,152.3017970385234
Kiss Me More (Acoustic),David Guetta,0.2738385689916113,0.4580817352500887,0.8431535315004651,117.37738310822328
One Dance,David Guetta,0.15810622536992103,0.6859775887693043,0.6899858965836354,118.14501488875723
Kiss Me More,Justin Bieber,0.8946341455943861,0.7049617963622821,0.9123565690639676,122.89819583909113
One Dance,Adele,0.3567829610977888,0.6940326362842689,0.7691506159304706,94.34258499180568
As It Was (Remix),Adele,0.7643680830359548,0.6797761772686282,0.5753212623554322,83.42345109320405
Senorita (Acoustic),Calvin Harris,0.36247626043836084,0.2219440679329062,0.4689338091193001,89.92618836621821
One Dance,Rosalía,0.6406589719997156,0.40869906472040535,0.5209387000183192,144.8251705377331
Levitating (Remix),Imagine Dragons,0.6863606176985684,0.6313955468191802,0.62945599955334,113.48068050388179
Perfect (Radio Edit),David Guetta,0.5472116722221894,0.6185704815485655,0.8157038005042484,135.68755717010936
Anti-Hero (Remix),Imagine Dragons,0.6429154408272634,0.6857248138311256,0.6742167983719132,114.82941062928636
Die For You,Eminem,0.6538891726687902,0.5599291290848398,0.817567402132517,88.44681148391531
Water (Remix),Beyoncé,0.7052526947549964,0.808774486394107,0.7706279416924467,137.32121277560418
Water,Lady Gaga,0.20805415210551434,0.2832421835879256,0.49236742727032456,102.22043338068075
Senorita (Remix),Arctic Monkeys,0.25639851701392674,0.7255040089297844,0.8156604863886798,131.5974253982408
Someone You Loved,Calvin Harris,0.9577272844558973,0.2595386805557405,0.7768101187763737,138.4700736033016
Flowers,Maroon 5,0.09806207514682352,0.6994274675407787,0.6003689533346431,119.11387040149499
Havana (Remix),Drake,0.2828848151971761,0.15962792027860404,0.893217457452864,129.48168949811293
Calm Down,Kendrick Lamar,0.59011360227352,0.6611949068045908,0.7116254356227745,91.53772357659585
Watermelon Sugar,Maroon 5,0.6105928866396894,0.6965746861533367,0.8001350624422752,178.50048230881828
Greedy (Remix),Bad Bunny,0.7568838923694093,0.46420614378130776,0.922796167616798,128.80255993289938
As It Was (Radio Edit),Calvin Harris,0.6586410670822217,0.4824574338796233,0.9695341034721859,135.62452350391
Love Yourself,Bad Bunny,0.7943592589134931,0.7473668754201818,0.3656836341023113,138.68502451139733
Closer (Live),Ariana Grande,0.2929436887832145,0.4500444953365591,0.7355500574042941,117.21647828153613
Havana,The Weeknd,0.05602322509006499,0.31621183933851055,0.7161141014712549,121.55485674687624
Blinding Lights (Acoustic),Anitta,0.7754578524948671,0.5660857544283753,0.5149152581007946,141.69919135190744
Senorita (Remix),Shakira,0.39371662400567525,0.42029111749894593,0.7983058713586872,112.64542945335037
Perfect (Radio Edit),Coldplay,0.26318741925112715,0.9343199472134127,0.8758730921857693,127.82270455374912
Flowers (Live),Lady Gaga,0.8112776964552049,0.9404661527708258,0.5072061470760091,129.3556091452641
Flowers,Queen,0.3129990102877625,0.7340834169611461,0.6843415056319004,105.30977615374177
Someone You Loved,Bruno Mars,0.3310097468653145,0.5047398451763647,0.5022129871923497,128.8758777877104
Strangers,Taylor Swift,0.5561088701516702,0.18027750609716306,0.7652145061318141,86.11354597409061
Anti-Hero,J Balvin,0.6820909633163098,0.475823200246197,0.7573585447528728,138.35924827906214
Levitating,Taylor Swift,0.5014874824468347,0.6274518470023551,0.9454079749893952,151.39742385204204
Montero,Ariana Grande,0.7799668155571725,0.3566714245337317,0.9112588438452222,138.11472287063384
Dance Monkey (Remix),Lady Gaga,0.22913492572519903,0.7797330115424173,0.8257867868119266,149.9458772129043
Levitating,Dua Lipa,0.727471363781641,0.412545606721645,0.8109151825999044,104.75601813341231
Stay,Katy Perry,0.8150163141952667,0.8016084876280032,0.7973608828441624,115.50050067295172
Greedy,Harry Styles,0.5655208630376035,0.7187200494446507,0.826218609499721,122.50856177029696
Water,Post Malone,0.6054145323009311,0.5165901006408313,0.8582620531713722,122.57625455751513
Stay (Live),Kendrick Lamar,0.2335077451998958,0.416843371368689,0.9092473687661973,111.25406325712702
Die For You,Rihanna,0.9583629317434741,0.7571987300227735,0.48932876014319077,101.73700272600841
Starboy,Rosalía,0.33573123914213043,0.15632382159116176,0.5119759773363577,154.53933275367163
Thinking Out Loud (Live),Adele,0.44953479147874054,0.13385331631064884,0.9065165164764629,103.33871873086909
Shape of You,Bad Bunny,0.8244085111606082,0.26392964667091806,0.8154098209584087,153.12779355744692
Watermelon Sugar (Live),Drake,0.31141040423092176,0.5609075747315927,0.6835271863372725,129.90189014921833
Water,Anitta,0.5282649010012375,0.5694755863902681,0.617693585975696,124.06034134032456
Havana,Eminem,0.2536825158074584,0.3820612257563664,0.4415156275419612,130.85974502276466
Strangers,Justin Bieber,0.6631491741744263,0.5533386168235811,0.6934276725096438,150.46887859766386
Peaches,Bad Bunny,0.8042322670898883,0.4248007348059472,0.5145139705390889,67.51077875263081
Industry Baby,Post Malone,0.23975445474699555,0.6468079614668862,0.8395600796694426,127.18278752369105
God's Plan (Radio Edit),Rosalía,0.12150962053599126,0.48723451429164377,0.9715129182391593,122.98010470360364
Stay (Remix),Justin Bieber,0.032187173892523235,0.7899599751505035,0.7927062564934851,123.71885277590387
Photograph,Post Malone,0.3210048614300583,0.6672786322218802,0.75334146156671,138.81007897474788
Shape of You,Post Malone,0.49324533183431485,0.44729989054171254,0.8875509816214516,107.79208754312945
Good 4 U (Acoustic),Shakira,0.8783893489921974,0.44035100967105956,0.6049108342397611,96.98218054296393
Havana,Coldplay,0.5684486458180996,0.5287404661286134,0.907802284939524,92.31499720373948
Havana (Acoustic),Dua Lipa,0.5554627071182652,0.1954497605369497,0.7598610820630562,101.85299529551385
Paint The Town Red (Live),Anitta,0.7352673421006285,0.8199002230129602,0.8332466467704467,133.7487901280492
Greedy (Acoustic),The Weeknd,0.5894123577892502,0.3938890643506586,0.8642347811563056,130.09695963303045
Shape of You,Anitta,0.3807588094711804,0.42987419374622254,0.822522357442533,137.6666061009967
Love Yourself,J Balvin,0.3248231078366541,0.8573497312470607,0.599798108975636,110.80399407194173
Creepin' (Remix),Dua Lipa,0.7308323035637833,0.8412824513417866,0.7345246957662805,111.69270809491788
Dance Monkey,J Balvin,0.6981166918027266,0.4073795364466685,0.8878313358456262,153.07444882098878
Calm Down (Live),Lady Gaga,0.16898731119980093,0.4332562699909154,0.7233489653634211,140.39564972953156
Stay (Acoustic),The Weeknd,0.5547326761648753,0.817976974294828,0.8924030117075021,135.04376244489515
Montero,David Guetta,0.35990595925325863,0.5049012583724334,0.69085697148496,83.50490880692882
Peaches,Calvin Harris,0.799091531585191,0.6163725592429036,0.5211211734362282,159.15395358614592
Love Yourself,Ariana Grande,0.2392466605421522,0.3637996600753616,0.7901156680131045,118.16112474214782
Montero,Bad Bunny,0.7259689569295272,0.92597366971245,0.6517820098578311,123.45805583574862
About Damn Time,Eminem,0.8814711238678273,0.8221439738284129,0.5090082072645515,128.95134523839928
Levitating (Live),Bad Bunny,0.37656793741240696,0.77232059545628,0.8704705329553226,123.29060452998806
One Dance (Acoustic),Lady Gaga,0.46051823165703154,0.7527766104086582,0.7564067944981825,116.56049173069559
Die For You (Acoustic),Katy Perry,0.5619034940124811,0.79206964138085,0.8765819607267116,122.90067727797882
Water,Bad Bunny,0.5396354723352358,0.5652051870363499,0.770539752642484,132.72967405648325
Shallow (Remix),Coldplay,0.15401274461742243,0.7367076642945214,0.7975809809699539,136.97599045707025
Water (Live),Bruno Mars,0.3735403634267262,0.6671758969180032,0.7827538641626608,144.39557730972552
Thunder (Live),Adele,0.7464548412010864,0.9129021596196302,0.8509740018305654,98.04896257914608
Strangers (Remix),Ed Sheeran,0.47317655943499853,0.6245404654822929,0.7658368826738051,109.08164441947724
Flowers,Bruno Mars,0.8362306086946255,0.6969070863328706,0.8612890783788059,137.05909086382752
God's Plan (Live),Lady Gaga,0.6907887837808583,0.45920159199386634,0.8920540163628843,88.59586865270481
Water (Live),Coldplay,0.39645013317129596,0.4126717234208698,0.3947486244600549,123.23180964274887
Greedy,Rosalía,0.3393889812169841,0.8845201175418866,0.726573147261999,104.280888708808
Die For You (Remix),Arctic Monkeys,0.20405740796202948,0.7295808325291296,0.7192967883592559,131.0235233616487
Good 4 U,Anitta,0.21039733866516938,0.26095835554130115,0.635193027891063,103.0984328737032
Shallow (Remix),Ed Sheeran,0.47055792502605054,0.2863012709572935,0.6207904315826446,112.80843533549043
Lucid Dreams (Live),Taylor Swift,0.44090384903246294,0.7490946088835824,0.6609120477771039,114.1915127315774
Creepin' (Acoustic),Rosalía,0.4493899834244515,0.5579713272745652,0.43219853089617605,124.92692018709238
Kiss Me More (Radio Edit),Ed Sheeran,0.7005433498564726,0.7619535520063287,0.9317930568978434,139.16643949640041
Save Your Tears,Bruno Mars,0.5389823560550437,0.6533394523160356,0.7897463181310223,140.6389869047531
As It Was (Radio Edit),Taylor Swift,0.7107112274823391,0.5091628662617852,0.6959243235736698,124.09884902142343
Perfect,Beyoncé,0.5242450791080219,0.37244605340841036,0.7396019136943042,97.80690236587773
Believer (Acoustic),Queen,0.4665134485052035,0.7421341929855765,0.6904825530298478,171.59226270526258
Closer,David Guetta,0.4958048760758314,0.6274359722977763,0.7295097776929658,118.29634660869473
Greedy (Remix),Coldplay,0.36484770044934745,0.454242400855672,0.9191590200860423,125.47422425851386
Photograph,Calvin Harris,0.8401848302973887,0.12886696419321778,0.6917084748043434,124.84527241253942
Bad Guy,Queen,0.3705009870594558,0.39773433237379086,0.861146557947073,127.07637921809592
Dance Monkey,Coldplay,0.5959890899976634,0.5831405871498685,0.7823189303765827,103.05879391895891
Industry Baby,Adele,0.33923695656938346,0.3497565557950474,0.9295990072377261,128.771456123358
Kiss Me More (Live),Ariana Grande,0.8281508335328468,0.3533673389391564,0.797051402240919,156.43003392670389
Cruel Summer,Taylor Swift,0.20779684640304963,0.7237714657028842,0.6332718440427967,79.81614439155277
Strangers (Live),Beyoncé,0.28317167888987754,0.6845258380434341,0.7486082507827247,120.64626195972355
Heat Waves (Live),Ed Sheeran,0.6778375360386982,0.8001669781654788,0.5496045080637074,97.5686773732395
Starboy,Harry Styles,0.5445793186295788,0.2487923334322188,0.8317895315974559,139.77749577501558
Paint The Town Red,Dua Lipa,0.36672353745114983,0.09312288947231771,0.4723133729076008,142.82269150420495
Sunflower (Live),Rosalía,0.644948881258528,0.5269906907449011,0.7479911995636516,117.44695806741468
Photograph,Arctic Monkeys,0.45977657572951425,0.2528262673749815,0.626968432005069,121.21779849960623
Strangers (Radio Edit),The Weeknd,0.38561707704283577,0.24632025871248966,0.8134970874909687,102.38092955114251
Rockstar,Beyoncé,0.39491755233163606,0.3085827262876876,0.7356862367089535,72.84467826349359
Someone You Loved (Radio Edit),Imagine Dragons,0.7584243502968773,0.35536266755020834,0.5295182983507886,114.59603594612413
Senorita (Radio Edit),Beyoncé,0.6428209182809254,0.05658424733406296,0.6038256663984529,115.72585833038865
Water (Acoustic),Shakira,0.6244749970777423,0.5718088129870462,0.5774737969284246,120.86060803419907
Save Your Tears (Live),Imagine Dragons,0.5113546597071191,0.23419660949611298,0.5761648564831455,60.0
Flowers (Radio Edit),Billie Eilish,0.46739113392090714,0.4654463036626565,0.4722064529246072,85.49283783297544
Perfect (Radio Edit),Drake,0.32308742373747784,0.8257302831082942,0.9550489538149652,90.338339364243
Save Your Tears (Remix),Lady Gaga,0.7946606723717613,0.29463077285327105,0.9030428409343626,121.66197577114808
Starboy (Remix),David Guetta,0.19432077903666412,0.20625739528045656,0.7615012197166968,131.70533736823427
About Damn Time (Radio Edit),Rosalía,0.14021832171692455,0.40374164548796465,0.6042975960827566,96.74849099858419
Cruel Summer,Coldplay,0.6326019567555802,0.40880211567415,0.789528666078793,114.48273350413226
Havana (Radio Edit),Katy Perry,0.40191703217357894,0.2549245386249847,0.750492816459043,108.42205010938427
One Dance (Remix),Queen,0.807198655578914,0.5147426070155929,0.8116176897002981,160.6400970472211
Starboy (Remix),Maroon 5,0.6673297066588612,0.47603529933181904,0.7054713034536675,112.30388699102782
Watermelon Sugar (Acoustic),David Guetta,0.4685006227618917,0.6480762304235443,0.42119066539622535,111.45933803483194
Anti-Hero,Shakira,0.6762615790908381,0.5304031865205827,0.627574897547798,103.68006229783568
Senorita,Bruno Mars,0.7465211343836315,0.7167227511000719,0.7585289555881174,81.98044257752522
Photograph (Live),Billie Eilish,0.7403798791097563,0.5612041822574253,0.8328215521199582,132.92965361082037
Strangers,Taylor Swift,0.4469499877441838,0.5020388165430658,0.801083736620099,114.6713245937054
